 4  0  1  2  1  3   474.229218  7.0566E-04    **
 4  2  3  2  1  3   475.204773  5.1117E-03   ***
 4  2  5  2  1  3   475.523163  4.6005E-02  ****
 4  3  5  2  1  3   475.523163  1.9854E-04    **
 4  3  7  2  1  3   475.681519  1.1913E-03   ***
 4  0  1  2  1  1   482.034149  3.5283E-04    **
 4  1  1  2  0  1   482.034149  1.0343E-03   ***
 4  2  3  2  0  1   483.009705  7.3129E-06      
 4  2  3  2  1  1   483.009705  2.5559E-02  ****
 4  1  3  2  0  1   483.009705  2.0686E-03   ***
 4  3  5  2  1  1   483.328094  6.9490E-04    **
 4  2  5  2  0  1   483.328094  1.0969E-05     *
 4  3  5  2  0  1   483.328094  1.7200E-06      
 4  3  7  2  0  1   483.486450  2.2933E-06      
