 5  0  1  2  1  3   531.827332  2.9772E-04    **
 5  2  3  2  1  3   532.326294  1.7402E-03   ***
 5  2  5  2  1  3   532.489319  1.5661E-02  ****
 5  3  5  2  1  3   532.489319  6.4855E-05     *
 5  3  7  2  1  3   532.570435  3.8913E-04    **
 5  4  9  2  1  3   532.619019  1.3485E-06      
 5  1  1  2  0  1   539.632263  5.0106E-04    **
 5  0  1  2  1  1   539.632263  1.4886E-04    **
 5  2  3  2  0  1   540.131226  1.0136E-06      
 5  2  3  2  1  1   540.131226  8.7008E-03   ***
 5  1  3  2  0  1   540.131226  1.0021E-03   ***
 5  3  5  2  1  1   540.294250  2.2699E-04    **
 5  2  5  2  0  1   540.294250  1.5203E-06      
