15  0  1  2  1  3   622.497559  7.4217E-06  ****
15  1  1  2  1  3   622.497559  3.9710E-08   ***
15  2  3  2  1  3   622.515991  2.1683E-05  ****
15  2  5  2  1  3   622.521973  1.9515E-04  ****
15  3  5  2  1  3   622.521973  2.4420E-07  ****
15  3  7  2  1  3   622.524963  1.4652E-06  ****
15  4  7  2  1  3   622.524963  6.3946E-10   ***
15  4  9  2  1  3   622.526794  3.1973E-09   ***
15  0  1  2  1  1   630.302490  3.7108E-06  ****
15  1  1  2  0  1   630.302490  4.1579E-05  ****
15  2  3  2  0  1   630.320923  1.5477E-10   ***
15  1  3  2  1  1   630.320923  3.9710E-08   ***
15  1  3  2  0  1   630.320923  8.3158E-05  ****
15  2  3  2  1  1   630.320923  1.0841E-04  ****
15  3  5  2  0  1   630.326904  1.3772E-09   ***
15  3  5  2  1  1   630.326904  8.5469E-07  ****
15  2  5  2  0  1   630.326904  2.3215E-10   ***
15  3  7  2  0  1   630.329895  1.8363E-09   ***
15  4  7  2  1  1   630.329895  1.9184E-09   ***
